ScenarioId,Date,Hour,ZoneId,LMP,Energy,Congestion,Losses
1,1/31/2022,19,90002,0.035487,0.039340001,-0.003287,-0.000566
1,1/31/2022,20,90002,0.03235,0.03723,-0.004377,-0.000503
1,1/31/2022,21,90002,0.031628001,0.036508001,-0.004362,-0.000518
1,1/31/2022,22,90002,0.030056,0.034154002,-0.003573,-0.000526
1,1/31/2022,23,90002,0.029197,0.031994,-0.00233,-0.000467
1,1/31/2022,24,90002,0.026462,0.028522,-0.00166,-0.000399
1,1/31/2022,1,90003,0.017212,0.017377,0,-0.000165
1,1/31/2022,2,90003,0.015874,0.016034,0,-0.00016
1,1/31/2022,3,90003,0.016093001,0.016267,0,-0.000174
1,1/31/2022,4,90003,0.016748,0.016930999,0,-0.000183
1,1/31/2022,5,90003,0.019238999,0.019461,0,-0.000222
1,1/31/2022,6,90003,0.025564,0.025922,0,-0.000358
1,1/31/2022,7,90003,0.031205,0.037620999,-0.004998,-0.001418
1,1/31/2022,8,90003,0.028557001,0.037296999,-0.007315,-0.001425
1,1/31/2022,9,90003,0.02771,0.03669,-0.00767,-0.00131
1,1/31/2022,10,90003,0.027939999,0.033992998,-0.004901,-0.001152
1,1/31/2022,11,90003,0.027874,0.033815999,-0.004836,-0.001106
1,1/31/2022,12,90003,0.027899999,0.033608001,-0.004717,-0.000991
1,1/31/2022,13,90003,0.027832,0.032852001,-0.00432,-0.0007
1,1/31/2022,14,90003,0.028170001,0.032246001,-0.003228,-0.000848
1,1/31/2022,15,90003,0.028155999,0.031546999,-0.002445,-0.000946
1,1/31/2022,16,90003,0.028105,0.031394999,-0.002565,-0.000725
1,1/31/2022,17,90003,0.028094999,0.032357998,-0.003506,-0.000757
1,1/31/2022,18,90003,0.028701,0.035684999,-0.005753,-0.001231
1,1/31/2022,19,90003,0.033914998,0.039340001,-0.004155,-0.001271
1,1/31/2022,20,90003,0.030123999,0.03723,-0.005941,-0.001165
1,1/31/2022,21,90003,0.029332999,0.036508001,-0.005963,-0.001212
1,1/31/2022,22,90003,0.028089,0.034154002,-0.004928,-0.001137
1,1/31/2022,23,90003,0.028065,0.031994,-0.0032,-0.000729
1,1/31/2022,24,90003,0.025475999,0.028522,-0.002395,-0.00065
1,1/31/2022,1,90005,0.017340999,0.017377,0,-3.60E-05
1,1/31/2022,2,90005,0.016100001,0.016034,0,6.60E-05
1,1/31/2022,3,90005,0.016333999,0.016267,0,6.70E-05
1,1/31/2022,4,90005,0.017026,0.016930999,0,9.50E-05
1,1/31/2022,5,90005,0.019632,0.019461,0,0.000171
1,1/31/2022,6,90005,0.026223,0.025922,0,0.000301
1,1/31/2022,7,90005,0.031342998,0.037620999,-0.00685,0.000572
1,1/31/2022,8,90005,0.036768999,0.037296999,-0.001185,0.000656
1,1/31/2022,9,90005,0.035914,0.03669,-0.001543,0.000767
1,1/31/2022,10,90005,0.036146998,0.033992998,0.001478,0.000676
1,1/31/2022,11,90005,0.035937,0.033815999,0.001489,0.000632
1,1/31/2022,12,90005,0.035664,0.033608001,0.001457,0.000598
1,1/31/2022,13,90005,0.034662999,0.032852001,0.001407,0.000404
1,1/31/2022,14,90005,0.033415999,0.032246001,0.000922,0.000248
1,1/31/2022,15,90005,0.032276001,0.031546999,0.000581,0.000148
1,1/31/2022,16,90005,0.032219999,0.031394999,0.000703,0.000122
1,1/31/2022,17,90005,0.033654999,0.032357998,0.001025,0.000272
1,1/31/2022,18,90005,0.037916999,0.035684999,0.001739,0.000492
1,1/31/2022,19,90005,0.039999001,0.039340001,0.000136,0.000523
1,1/31/2022,20,90005,0.039283998,0.03723,0.001578,0.000477
1,1/31/2022,21,90005,0.038644999,0.036508001,0.001746,0.000391
1,1/31/2022,22,90005,0.036189999,0.034154002,0.001564,0.000471
1,1/31/2022,23,90005,0.033248,0.031994,0.000861,0.000394
1,1/31/2022,24,90005,0.02994,0.028522,0.00101,0.000408
1,2/1/2022,1,71521,0.026674001,0.028638,-0.001414,-0.00055
1,2/1/2022,2,71521,0.025746999,0.029825,-0.003548,-0.000531
1,2/1/2022,3,71521,0.025178,0.028944001,-0.003253,-0.000512
1,2/1/2022,4,71521,0.026404999,0.028236,-0.001345,-0.000486
1,2/1/2022,5,71521,0.028915999,0.034724001,-0.005214,-0.000594
1,2/1/2022,6,71521,0.031204,0.036920998,-0.005104,-0.000613
